Slope,rep,Topo,Aspect,current.year,start.year,cage,caged,severity,bank,germination,earlydeath,reproductive,percent,previous,totalseeds,avgseeds,proportionseeded,sdays,daysseeding,finalseedbank,ph,ec,som,nitrogen,carbon,decrain,janrain,febrain,marchrain,aprilrain,mayrain,totalrain,decsolar,avgdecsolar,jansolar,avgjansolar,febsolar,avgfebsolar,marchsolar,avgmarchsolar,aprilsolar,avgaprilsolar,maysolar,avgmaysolar,totalsolar
swale,2,No.aspect Swale,no.aspect,1,1,none,No Cage,Severe,40,3,3,0,7.5,no,0,0,0,,,37,5.835,26.9,1.02,0.025871695,0.47099525,90.083,10.914,3.039,8.633,15.74,16.249,144.658,2955,95.3,3834,123.7,3743,133.7,5642,182,7058,235.3,7390,238.4,30622
swale,2,No.aspect Swale,no.aspect,1,1,big,Caged,Mild,40,1,1,0,2.5,no,0,0,0,,,39,6.465,23.7,1.915,0.04445328,0.3876331,90.083,10.914,3.039,8.633,15.74,16.249,144.658,2955,95.3,3834,123.7,3743,133.7,5642,182,7058,235.3,7390,238.4,30622
swale,2,No.aspect Swale,no.aspect,1,1,small,Caged,Mild,40,6,4,2,15,no,8,4,33.33333333,83,0,42,6.075,39.9,1.9,0.06904331,0.8546079,90.083,10.914,3.039,8.633,15.74,16.249,144.658,2955,95.3,3834,123.7,3743,133.7,5642,182,7058,235.3,7390,238.4,30622
swale,3,No.aspect Swale,no.aspect,1,1,none,No Cage,Severe,40,2,2,0,5,no,0,0,0,,,38,7.52,38.85,1.7475,0.02187346,0.6397984,90.083,10.914,3.039,8.633,15.74,16.249,144.658,2955,95.3,3834,123.7,3743,133.7,5642,182,7058,235.3,7390,238.4,30622
swale,3,No.aspect Swale,no.aspect,1,1,big,Caged,Mild,40,11,11,0,27.5,no,0,0,0,,,29,5.855,23.5,1.3555,0.01921891,0.5112983,90.083,10.914,3.039,8.633,15.74,16.249,144.658,2955,95.3,3834,123.7,3743,133.7,5642,182,7058,235.3,7390,238.4,30622
swale,3,No.aspect Swale,no.aspect,1,1,small,Caged,Mild,40,5,5,0,12.5,no,0,0,0,,,35,6.3,14,3.81,0.058379525,0.5739372,90.083,10.914,3.039,8.633,15.74,16.249,144.658,2955,95.3,3834,123.7,3743,133.7,5642,182,7058,235.3,7390,238.4,30622
gentle,1,South Gentle,south,2,1,none,No Cage,Mild,39,1,1,0,2.564102564,no,0,0,0,,,38,6.2,29.55,2.43,0.05107025,0.41182745,56.34,63.918,18.277,68.255,24.874,21.068,252.732,3056,98.6,2944,95,4596,158.4,5389,173.8,7281,242,7085,228.5,30351
gentle,1,South Gentle,south,2,1,big,Caged,Severe,36,3,1,2,8.333333333,no,22,11,66.66666667,82,31,55,5.97,29.4,3.1305,0.034872385,0.2726921,56.34,63.918,18.277,68.255,24.874,21.068,252.732,3056,98.6,2944,95,4596,158.4,5389,173.8,7281,242,7085,228.5,30351
gentle,1,South Gentle,south,2,1,small,Caged,No Herbivory,40,0,0,0,0,no,0,0,,,,40,5.665,48.7,2.7,0.02351763,0.59764135,56.34,63.918,18.277,68.255,24.874,21.068,252.732,3056,98.6,2944,95,4596,158.4,5389,173.8,7281,242,7085,228.5,30351
gentle,2,South Gentle,south,2,1,none,No Cage,Severe,39,2,1,1,5.128205128,no,63,63,0,82,31,100,6.05,31.9,3.335,0.071009595,0.9018188,56.34,63.918,18.277,68.255,24.874,21.068,252.732,3056,98.6,2944,95,4596,158.4,5389,173.8,7281,242,7085,228.5,30351
gentle,2,South Gentle,south,2,1,big,Caged,No Herbivory,39,0,0,0,0,no,0,0,,,,39,6.05,35.55,4.71,0.084710795,1.0261715,56.34,63.918,18.277,68.255,24.874,21.068,252.732,3056,98.6,2944,95,4596,158.4,5389,173.8,7281,242,7085,228.5,30351
gentle,2,South Gentle,south,2,1,small,Caged,Mild,40,3,1,2,7.5,no,108,54,66.66666667,82,31,145,6.04,39.7,5.965,0.10647238,1.785604,56.34,63.918,18.277,68.255,24.874,21.068,252.732,3056,98.6,2944,95,4596,158.4,5389,173.8,7281,242,7085,228.5,30351
gentle,3,South Gentle,south,2,1,none,No Cage,No Herbivory,40,0,0,0,0,no,0,0,,,,40,5.49,40,4.585,0.088741215,1.1707635,56.34,63.918,18.277,68.255,24.874,21.068,252.732,3056,98.6,2944,95,4596,158.4,5389,173.8,7281,242,7085,228.5,30351
gentle,3,South Gentle,south,2,1,big,Caged,Mild,40,3,3,0,7.5,no,0,0,0,,,37,5.545,24.55,3.475,0.049255829,0.68140035,56.34,63.918,18.277,68.255,24.874,21.068,252.732,3056,98.6,2944,95,4596,158.4,5389,173.8,7281,242,7085,228.5,30351
gentle,3,South Gentle,south,2,1,small,Caged,Mild,39,2,1,1,5.128205128,no,249,249,50,82,45,286,5.28,30.8,2.4095,0.02624376,0.6555965,56.34,63.918,18.277,68.255,24.874,21.068,252.732,3056,98.6,2944,95,4596,158.4,5389,173.8,7281,242,7085,228.5,30351
ridge,1,No.aspect Ridge,no.aspect,2,1,none,No Cage,Severe,40,1,0,1,2.5,no,42,42,100,82,0,81,5.6,17,3.26,0.077025355,0.778946,56.34,63.918,18.277,68.255,24.874,21.068,252.732,3056,98.6,2944,95,4596,158.4,5389,173.8,7281,242,7085,228.5,30351
ridge,1,No.aspect Ridge,no.aspect,2,1,big,Caged,Severe,40,2,0,2,5,no,62,31,100,68,57,100,6.005,47.75,5.795,0.0808851,1.63661885,56.34,63.918,18.277,68.255,24.874,21.068,252.732,3056,98.6,2944,95,4596,158.4,5389,173.8,7281,242,7085,228.5,30351
ridge,1,No.aspect Ridge,no.aspect,2,1,small,Caged,Mild,40,5,2,3,12.5,no,94,31.33333333,60,78,20.66666667,129,6.2,30.65,3.104,0,0.69382165,56.34,63.918,18.277,68.255,24.874,21.068,252.732,3056,98.6,2944,95,4596,158.4,5389,173.8,7281,242,7085,228.5,30351
ridge,2,No.aspect Ridge,no.aspect,2,1,none,No Cage,Severe,39,3,3,0,7.692307692,no,0,0,0,,,36,6.29,38.45,3.87,0,0.9661617,56.34,63.918,18.277,68.255,24.874,21.068,252.732,3056,98.6,2944,95,4596,158.4,5389,173.8,7281,242,7085,228.5,30351
ridge,2,No.aspect Ridge,no.aspect,2,1,big,Caged,No Herbivory,40,0,0,0,0,no,0,0,,,,40,5.48,51.1,6.8,0.079254195,1.03387125,56.34,63.918,18.277,68.255,24.874,21.068,252.732,3056,98.6,2944,95,4596,158.4,5389,173.8,7281,242,7085,228.5,30351
ridge,2,No.aspect Ridge,no.aspect,2,1,small,Caged,Severe,29,2,1,1,6.896551724,no,7,7,50,70,14,34,6.625,40.05,0.575,0.033405905,0.4886722,56.34,63.918,18.277,68.255,24.874,21.068,252.732,3056,98.6,2944,95,4596,158.4,5389,173.8,7281,242,7085,228.5,30351
ridge,3,No.aspect Ridge,no.aspect,2,1,none,No Cage,Severe,35,1,1,0,2.857142857,no,0,0,0,,,34,6.195,31.45,4.705,0.087311655,0.77844155,56.34,63.918,18.277,68.255,24.874,21.068,252.732,3056,98.6,2944,95,4596,158.4,5389,173.8,7281,242,7085,228.5,30351
ridge,3,No.aspect Ridge,no.aspect,2,1,big,Caged,No Herbivory,40,3,3,0,7.5,no,0,0,0,,,37,6.24,40.15,3.43,0,0.7859843,56.34,63.918,18.277,68.255,24.874,21.068,252.732,3056,98.6,2944,95,4596,158.4,5389,173.8,7281,242,7085,228.5,30351
ridge,3,No.aspect Ridge,no.aspect,2,1,small,Caged,Mild,39,1,1,0,2.564102564,no,0,0,0,,,38,6.46,26.65,4.325,0.056994475,0.7098949,56.34,63.918,18.277,68.255,24.874,21.068,252.732,3056,98.6,2944,95,4596,158.4,5389,173.8,7281,242,7085,228.5,30351
steep,1,South Steep,south,2,1,none,No Cage,Severe,36,2,2,0,5.555555556,no,0,0,0,,,34,6.67,17.9,0.9735,0.029109955,0.29065965,56.34,63.918,18.277,68.255,24.874,21.068,252.732,3056,98.6,2944,95,4596,158.4,5389,173.8,7281,242,7085,228.5,30351
steep,1,South Steep,south,2,1,big,Caged,Mild,36,3,3,0,8.333333333,yes,0,0,0,,,33,6.61,6.35,1.9245,0.025188235,0.12230563,56.34,63.918,18.277,68.255,24.874,21.068,252.732,3056,98.6,2944,95,4596,158.4,5389,173.8,7281,242,7085,228.5,30351
steep,1,South Steep,south,2,1,small,Caged,Mild,31,6,6,0,19.35483871,no,0,0,0,,,25,6.345,11.7,2.396,0.026917945,0.26728505,56.34,63.918,18.277,68.255,24.874,21.068,252.732,3056,98.6,2944,95,4596,158.4,5389,173.8,7281,242,7085,228.5,30351
steep,2,South Steep,south,2,1,none,No Cage,No Herbivory,28,0,0,0,0,no,0,0,,,,28,6.745,13.5,1.356,0.019222375,0,56.34,63.918,18.277,68.255,24.874,21.068,252.732,3056,98.6,2944,95,4596,158.4,5389,173.8,7281,242,7085,228.5,30351
steep,2,South Steep,south,2,1,big,Caged,No Herbivory,38,0,0,0,0,no,0,0,,,,38,6.49,29.65,2.068,0.028855335,0.20495255,56.34,63.918,18.277,68.255,24.874,21.068,252.732,3056,98.6,2944,95,4596,158.4,5389,173.8,7281,242,7085,228.5,30351
steep,2,South Steep,south,2,1,small,Caged,No Herbivory,35,0,0,0,0,no,0,0,,,,35,6.64,18.25,1.107,0.047090505,0.31778755,56.34,63.918,18.277,68.255,24.874,21.068,252.732,3056,98.6,2944,95,4596,158.4,5389,173.8,7281,242,7085,228.5,30351
steep,3,South Steep,south,2,1,none,No Cage,No Herbivory,34,0,0,0,0,no,0,0,,,,34,6.02,34.5,1.589,0.01708491,0.29584435,56.34,63.918,18.277,68.255,24.874,21.068,252.732,3056,98.6,2944,95,4596,158.4,5389,173.8,7281,242,7085,228.5,30351
steep,3,South Steep,south,2,1,big,Caged,Severe,38,2,1,1,5.263157895,no,49,49,50,68,45,85,5.74,31.4,1.818,0.03967767,0.6011692,56.34,63.918,18.277,68.255,24.874,21.068,252.732,3056,98.6,2944,95,4596,158.4,5389,173.8,7281,242,7085,228.5,30351
steep,3,South Steep,south,2,1,small,Caged,Mild,34,1,1,0,2.941176471,no,0,0,0,,,33,6.935,17.75,2.37,0.05470376,0.9791892,56.34,63.918,18.277,68.255,24.874,21.068,252.732,3056,98.6,2944,95,4596,158.4,5389,173.8,7281,242,7085,228.5,30351
swale,1,No.aspect Swale,no.aspect,2,1,none,No Cage,No Herbivory,39,0,0,0,0,no,0,0,,,,39,6.29,23.75,2.4342,0.02079592,1.0641207,56.34,63.918,18.277,68.255,24.874,21.068,252.732,3056,98.6,2944,95,4596,158.4,5389,173.8,7281,242,7085,228.5,30351
swale,1,No.aspect Swale,no.aspect,2,1,big,Caged,Mild,33,1,1,0,3.03030303,no,0,0,0,,,32,5.015,46.25,2.892,0,0.9144148,56.34,63.918,18.277,68.255,24.874,21.068,252.732,3056,98.6,2944,95,4596,158.4,5389,173.8,7281,242,7085,228.5,30351
swale,1,No.aspect Swale,no.aspect,2,1,small,Caged,Mild,37,2,2,0,5.405405405,no,0,0,0,,,35,5.72,33.45,4.50555,0.07135144,2.644816,56.34,63.918,18.277,68.255,24.874,21.068,252.732,3056,98.6,2944,95,4596,158.4,5389,173.8,7281,242,7085,228.5,30351
swale,2,No.aspect Swale,no.aspect,2,1,none,No Cage,No Herbivory,37,0,0,0,0,no,0,0,,,,37,5.835,26.9,1.02,0.025871695,0.47099525,56.34,63.918,18.277,68.255,24.874,21.068,252.732,3056,98.6,2944,95,4596,158.4,5389,173.8,7281,242,7085,228.5,30351
swale,2,No.aspect Swale,no.aspect,2,1,big,Caged,Mild,39,5,5,0,12.82051282,no,0,0,0,82,7,34,6.465,23.7,1.915,0.04445328,0.3876331,56.34,63.918,18.277,68.255,24.874,21.068,252.732,3056,98.6,2944,95,4596,158.4,5389,173.8,7281,242,7085,228.5,30351
swale,2,No.aspect Swale,no.aspect,2,1,small,Caged,Mild,42,8,8,0,19.04761905,yes,0,0,0,68,0,34,6.075,39.9,1.9,0.06904331,0.8546079,56.34,63.918,18.277,68.255,24.874,21.068,252.732,3056,98.6,2944,95,4596,158.4,5389,173.8,7281,242,7085,228.5,30351
swale,3,No.aspect Swale,no.aspect,2,1,none,No Cage,No Herbivory,38,0,0,0,0,no,0,0,,,,38,7.52,38.85,1.7475,0.02187346,0.6397984,56.34,63.918,18.277,68.255,24.874,21.068,252.732,3056,98.6,2944,95,4596,158.4,5389,173.8,7281,242,7085,228.5,30351
swale,3,No.aspect Swale,no.aspect,2,1,big,Caged,Mild,29,1,0,1,3.448275862,no,59,59,100,68,45,87,5.855,23.5,1.3555,0.01921891,0.5112983,56.34,63.918,18.277,68.255,24.874,21.068,252.732,3056,98.6,2944,95,4596,158.4,5389,173.8,7281,242,7085,228.5,30351
swale,3,No.aspect Swale,no.aspect,2,1,small,Caged,Mild,35,1,0,1,2.857142857,no,174,174,100,82,31,208,6.3,14,3.81,0.058379525,0.5739372,56.34,63.918,18.277,68.255,24.874,21.068,252.732,3056,98.6,2944,95,4596,158.4,5389,173.8,7281,242,7085,228.5,30351
gentle,1,South Gentle,south,3,1,none,No Cage,No Herbivory,38,0,0,0,0,no,0,0,,,,38,6.2,29.55,2.43,0.05107025,0.41182745,39.495,216.726,229.417,31.727,31.983,35.3,584.648,2940,94.8,2965,91.6,2893,103.3,5886,189.87,7187,239.4,7897,254.7,29768
gentle,1,South Gentle,south,3,1,big,Caged,No Herbivory,55,0,0,0,0,yes,0,0,,,,55,5.97,29.4,3.1305,0.034872385,0.2726921,39.495,216.726,229.417,31.727,31.983,35.3,584.648,2940,94.8,2965,91.6,2893,103.3,5886,189.87,7187,239.4,7897,254.7,29768
gentle,1,South Gentle,south,3,1,small,Caged,No Herbivory,40,0,0,0,0,no,0,0,,,,40,5.665,48.7,2.7,0.02351763,0.59764135,39.495,216.726,229.417,31.727,31.983,35.3,584.648,2940,94.8,2965,91.6,2893,103.3,5886,189.87,7187,239.4,7897,254.7,29768
gentle,2,South Gentle,south,3,1,none,No Cage,No Herbivory,100,0,0,0,0,yes,0,0,,,,100,6.05,31.9,3.335,0.071009595,0.9018188,39.495,216.726,229.417,31.727,31.983,35.3,584.648,2940,94.8,2965,91.6,2893,103.3,5886,189.87,7187,239.4,7897,254.7,29768
gentle,2,South Gentle,south,3,1,big,Caged,No Herbivory,39,0,0,0,0,no,0,0,,,,39,6.05,35.55,4.71,0.084710795,1.0261715,39.495,216.726,229.417,31.727,31.983,35.3,584.648,2940,94.8,2965,91.6,2893,103.3,5886,189.87,7187,239.4,7897,254.7,29768
gentle,2,South Gentle,south,3,1,small,Caged,No Herbivory,145,0,0,0,0,yes,0,0,,,,145,6.04,39.7,5.965,0.10647238,1.785604,39.495,216.726,229.417,31.727,31.983,35.3,584.648,2940,94.8,2965,91.6,2893,103.3,5886,189.87,7187,239.4,7897,254.7,29768
gentle,3,South Gentle,south,3,1,none,No Cage,No Herbivory,40,0,0,0,0,no,0,0,,,,40,5.49,40,4.585,0.088741215,1.1707635,39.495,216.726,229.417,31.727,31.983,35.3,584.648,2940,94.8,2965,91.6,2893,103.3,5886,189.87,7187,239.4,7897,254.7,29768
gentle,3,South Gentle,south,3,1,big,Caged,No Herbivory,37,0,0,0,0,no,0,0,,,,37,5.545,24.55,3.475,0.049255829,0.68140035,39.495,216.726,229.417,31.727,31.983,35.3,584.648,2940,94.8,2965,91.6,2893,103.3,5886,189.87,7187,239.4,7897,254.7,29768
gentle,3,South Gentle,south,3,1,small,Caged,Mild,286,1,1,0,0.34965035,yes,0,0,0,,,285,5.28,30.8,2.4095,0.02624376,0.6555965,39.495,216.726,229.417,31.727,31.983,35.3,584.648,2940,94.8,2965,91.6,2893,103.3,5886,189.87,7187,239.4,7897,254.7,29768
ridge,1,No.aspect Ridge,no.aspect,3,1,none,No Cage,No Herbivory,81,0,0,0,0,yes,0,0,,,,81,5.6,17,3.26,0.077025355,0.778946,39.495,216.726,229.417,31.727,31.983,35.3,584.648,2940,94.8,2965,91.6,2893,103.3,5886,189.87,7187,239.4,7897,254.7,29768
ridge,1,No.aspect Ridge,no.aspect,3,1,big,Caged,No Herbivory,100,0,0,0,0,yes,0,0,,,,100,6.005,47.75,5.795,0.0808851,1.63661885,39.495,216.726,229.417,31.727,31.983,35.3,584.648,2940,94.8,2965,91.6,2893,103.3,5886,189.87,7187,239.4,7897,254.7,29768
ridge,1,No.aspect Ridge,no.aspect,3,1,small,Caged,Mild,129,1,0,1,0.775193798,yes,233,233,100,40,64,361,6.2,30.65,3.104,0,0.69382165,39.495,216.726,229.417,31.727,31.983,35.3,584.648,2940,94.8,2965,91.6,2893,103.3,5886,189.87,7187,239.4,7897,254.7,29768
ridge,2,No.aspect Ridge,no.aspect,3,1,none,No Cage,No Herbivory,36,0,0,0,0,no,0,0,,,,36,6.29,38.45,3.87,0,0.9661617,39.495,216.726,229.417,31.727,31.983,35.3,584.648,2940,94.8,2965,91.6,2893,103.3,5886,189.87,7187,239.4,7897,254.7,29768
ridge,2,No.aspect Ridge,no.aspect,3,1,big,Caged,No Herbivory,40,0,0,0,0,no,0,0,,,,40,5.48,51.1,6.8,0.079254195,1.03387125,39.495,216.726,229.417,31.727,31.983,35.3,584.648,2940,94.8,2965,91.6,2893,103.3,5886,189.87,7187,239.4,7897,254.7,29768
ridge,2,No.aspect Ridge,no.aspect,3,1,small,Caged,No Herbivory,34,0,0,0,0,yes,0,0,,,,34,6.625,40.05,0.575,0.033405905,0.4886722,39.495,216.726,229.417,31.727,31.983,35.3,584.648,2940,94.8,2965,91.6,2893,103.3,5886,189.87,7187,239.4,7897,254.7,29768
ridge,3,No.aspect Ridge,no.aspect,3,1,none,No Cage,No Herbivory,34,0,0,0,0,no,0,0,,,,34,6.195,31.45,4.705,0.087311655,0.77844155,39.495,216.726,229.417,31.727,31.983,35.3,584.648,2940,94.8,2965,91.6,2893,103.3,5886,189.87,7187,239.4,7897,254.7,29768
ridge,3,No.aspect Ridge,no.aspect,3,1,big,Caged,No Herbivory,37,0,0,0,0,no,0,0,,,,37,6.24,40.15,3.43,0,0.7859843,39.495,216.726,229.417,31.727,31.983,35.3,584.648,2940,94.8,2965,91.6,2893,103.3,5886,189.87,7187,239.4,7897,254.7,29768
