"Plot Title: 1176788"
"#","Date Time, GMT-08:00","Temp, °F (LGR S/N: 1176788, SEN S/N: 1176788)","Coupler Detached (LGR S/N: 1176788)","Coupler Attached (LGR S/N: 1176788)","Host Connected (LGR S/N: 1176788)","Stopped (LGR S/N: 1176788)","End Of File (LGR S/N: 1176788)"
146,12/19/14 12:15:00 AM,50.445,,,,,
147,12/19/14 12:30:00 AM,50.752,,,,,
148,12/19/14 12:45:00 AM,50.752,,,,,
149,12/19/14 01:00:00 AM,50.135,,,,,
150,12/19/14 01:15:00 AM,49.383,,,,,
151,12/19/14 01:30:00 AM,48.762,,,,,
152,12/19/14 01:45:00 AM,48.272,,,,,
153,12/19/14 02:00:00 AM,48.182,,,,,
154,12/19/14 02:15:00 AM,48.762,,,,,
155,12/19/14 02:30:00 AM,49.249,,,,,
156,12/19/14 02:45:00 AM,49.073,,,,,
157,12/19/14 03:00:00 AM,48.938,,,,,
158,12/19/14 03:15:00 AM,48.137,,,,,
159,12/19/14 03:30:00 AM,47.377,,,,,
160,12/19/14 03:45:00 AM,46.661,,,,,
161,12/19/14 04:00:00 AM,46.121,,,,,
162,12/19/14 04:15:00 AM,45.896,,,,,
163,12/19/14 04:30:00 AM,45.444,,,,,
164,12/19/14 04:45:00 AM,45.127,,,,,
165,12/19/14 05:00:00 AM,45.036,,,,,
166,12/19/14 05:15:00 AM,44.719,,,,,
167,12/19/14 05:30:00 AM,44.310,,,,,
168,12/19/14 05:45:00 AM,44.218,,,,,
169,12/19/14 06:00:00 AM,44.400,,,,,
170,12/19/14 06:15:00 AM,43.945,,,,,
171,12/19/14 06:30:00 AM,43.396,,,,,
172,12/19/14 06:45:00 AM,43.030,,,,,
173,12/19/14 07:00:00 AM,42.800,,,,,
174,12/19/14 07:15:00 AM,42.847,,,,,
175,12/19/14 07:30:00 AM,43.306,,,,,
176,12/19/14 07:45:00 AM,43.763,,,,,
177,12/19/14 08:00:00 AM,44.627,,,,,
178,12/19/14 08:15:00 AM,46.121,,,,,
179,12/19/14 08:30:00 AM,48.717,,,,,
180,12/19/14 08:45:00 AM,52.423,,,,,
181,12/19/14 09:00:00 AM,53.951,,,,,
182,12/19/14 09:15:00 AM,56.512,,,,,
183,12/19/14 09:30:00 AM,56.512,,,,,
184,12/19/14 09:45:00 AM,57.117,,,,,
185,12/19/14 10:00:00 AM,57.290,,,,,
186,12/19/14 10:15:00 AM,58.282,,,,,
187,12/19/14 10:30:00 AM,60.604,,,,,
188,12/19/14 10:45:00 AM,61.376,,,,,
189,12/19/14 11:00:00 AM,61.248,,,,,
190,12/19/14 11:15:00 AM,60.303,,,,,
191,12/19/14 11:30:00 AM,61.376,,,,,
192,12/19/14 11:45:00 AM,63.903,,,,,
193,12/19/14 12:00:00 PM,69.213,,,,,
194,12/19/14 12:15:00 PM,70.630,,,,,
195,12/19/14 12:30:00 PM,72.826,,,,,
196,12/19/14 12:45:00 PM,72.178,,,,,
197,12/19/14 01:00:00 PM,70.887,,,,,
198,12/19/14 01:15:00 PM,70.329,,,,,
199,12/19/14 01:30:00 PM,69.728,,,,,
200,12/19/14 01:45:00 PM,68.698,,,,,
201,12/19/14 02:00:00 PM,67.329,,,,,
202,12/19/14 02:15:00 PM,66.686,,,,,
203,12/19/14 02:30:00 PM,66.344,,,,,
204,12/19/14 02:45:00 PM,65.403,,,,,
205,12/19/14 03:00:00 PM,64.418,,,,,
206,12/19/14 03:15:00 PM,63.648,,,,,
207,12/19/14 03:30:00 PM,63.518,,,,,
208,12/19/14 03:45:00 PM,62.962,,,,,
209,12/19/14 04:00:00 PM,62.233,,,,,
210,12/19/14 04:15:00 PM,61.633,,,,,
211,12/19/14 04:30:00 PM,61.032,,,,,
212,12/19/14 04:45:00 PM,60.474,,,,,
213,12/19/14 05:00:00 PM,59.873,,,,,
214,12/19/14 05:15:00 PM,59.358,,,,,
215,12/19/14 05:30:00 PM,58.626,,,,,
216,12/19/14 05:45:00 PM,58.066,,,,,
217,12/19/14 06:00:00 PM,57.979,,,,,
218,12/19/14 06:15:00 PM,57.893,,,,,
219,12/19/14 06:30:00 PM,57.765,,,,,
220,12/19/14 06:45:00 PM,57.247,,,,,
221,12/19/14 07:00:00 PM,56.685,,,,,
222,12/19/14 07:15:00 PM,56.295,,,,,
223,12/19/14 07:30:00 PM,56.165,,,,,
224,12/19/14 07:45:00 PM,55.819,,,,,
225,12/19/14 08:00:00 PM,55.863,,,,,
226,12/19/14 08:15:00 PM,55.906,,,,,
227,12/19/14 08:30:00 PM,55.906,,,,,
228,12/19/14 08:45:00 PM,55.558,,,,,
229,12/19/14 09:00:00 PM,55.125,,,,,
230,12/19/14 09:15:00 PM,54.820,,,,,
231,12/19/14 09:30:00 PM,54.516,,,,,
232,12/19/14 09:45:00 PM,54.126,,,,,
233,12/19/14 10:00:00 PM,53.908,,,,,
234,12/19/14 10:15:00 PM,53.690,,,,,
235,12/19/14 10:30:00 PM,53.253,,,,,
236,12/19/14 10:45:00 PM,52.817,,,,,
237,12/19/14 11:00:00 PM,52.817,,,,,
238,12/19/14 11:15:00 PM,53.209,,,,,
239,12/19/14 11:30:00 PM,53.121,,,,,
240,12/19/14 11:45:00 PM,52.641,,,,,
241,12/20/14 12:00:00 AM,52.335,,,,,
242,12/20/14 12:15:00 AM,52.029,,,,,
243,12/20/14 12:30:00 AM,52.335,,,,,
244,12/20/14 12:45:00 AM,52.335,,,,,
245,12/20/14 01:00:00 AM,51.984,,,,,
246,12/20/14 01:15:00 AM,51.940,,,,,
247,12/20/14 01:30:00 AM,51.809,,,,,
248,12/20/14 01:45:00 AM,51.852,,,,,
249,12/20/14 02:00:00 AM,51.895,,,,,
250,12/20/14 02:15:00 AM,51.764,,,,,
251,12/20/14 02:30:00 AM,51.413,,,,,
252,12/20/14 02:45:00 AM,51.544,,,,,
253,12/20/14 03:00:00 AM,51.458,,,,,
254,12/20/14 03:15:00 AM,51.633,,,,,
255,12/20/14 03:30:00 AM,51.721,,,,,
256,12/20/14 03:45:00 AM,51.852,,,,,
257,12/20/14 04:00:00 AM,51.984,,,,,
258,12/20/14 04:15:00 AM,52.072,,,,,
259,12/20/14 04:30:00 AM,51.940,,,,,
260,12/20/14 04:45:00 AM,51.984,,,,,
261,12/20/14 05:00:00 AM,52.160,,,,,
262,12/20/14 05:15:00 AM,52.335,,,,,
263,12/20/14 05:30:00 AM,52.423,,,,,
264,12/20/14 05:45:00 AM,52.641,,,,,
265,12/20/14 06:00:00 AM,52.335,,,,,
266,12/20/14 06:15:00 AM,52.072,,,,,
267,12/20/14 06:30:00 AM,52.423,,,,,
268,12/20/14 06:45:00 AM,52.641,,,,,
269,12/20/14 07:00:00 AM,52.772,,,,,
270,12/20/14 07:15:00 AM,52.772,,,,,
271,12/20/14 07:30:00 AM,52.203,,,,,
272,12/20/14 07:45:00 AM,52.947,,,,,
273,12/20/14 08:00:00 AM,53.776,,,,,
274,12/20/14 08:15:00 AM,54.604,,,,,
275,12/20/14 08:30:00 AM,55.558,,,,,
276,12/20/14 08:45:00 AM,56.815,,,,,
277,12/20/14 09:00:00 AM,56.383,,,,,
278,12/20/14 09:15:00 AM,58.152,,,,,
279,12/20/14 09:30:00 AM,60.517,,,,,
280,12/20/14 09:45:00 AM,66.429,,,,,
281,12/20/14 10:00:00 AM,65.788,,,,,
282,12/20/14 10:15:00 AM,68.056,,,,,
283,12/20/14 10:30:00 AM,68.185,,,,,
284,12/20/14 10:45:00 AM,70.502,,,,,
285,12/20/14 11:00:00 AM,69.985,,,,,
286,12/20/14 11:15:00 AM,69.514,,,,,
287,12/20/14 11:30:00 AM,68.871,,,,,
288,12/20/14 11:45:00 AM,68.056,,,,,
289,12/20/14 12:00:00 PM,69.557,,,,,
290,12/20/14 12:15:00 PM,72.050,,,,,
291,12/20/14 12:30:00 PM,71.447,,,,,
292,12/20/14 12:45:00 PM,70.803,,,,,
293,12/20/14 01:00:00 PM,68.742,,,,,
294,12/20/14 01:15:00 PM,67.714,,,,,
295,12/20/14 01:30:00 PM,73.342,,,,,
296,12/20/14 01:45:00 PM,76.811,,,,,
297,12/20/14 02:00:00 PM,77.815,,,,,
298,12/20/14 02:15:00 PM,77.990,,,,,
299,12/20/14 02:30:00 PM,77.727,,,,,
300,12/20/14 02:45:00 PM,75.810,,,,,
301,12/20/14 03:00:00 PM,71.920,,,,,
302,12/20/14 03:15:00 PM,69.427,,,,,
303,12/20/14 03:30:00 PM,68.484,,,,,
304,12/20/14 03:45:00 PM,68.099,,,,,
305,12/20/14 04:00:00 PM,65.530,,,,,
306,12/20/14 04:15:00 PM,64.161,,,,,
307,12/20/14 04:30:00 PM,63.219,,,,,
308,12/20/14 04:45:00 PM,62.019,,,,,
309,12/20/14 05:00:00 PM,60.948,,,,,
310,12/20/14 05:15:00 PM,60.346,,,,,
311,12/20/14 05:30:00 PM,59.702,,,,,
312,12/20/14 05:45:00 PM,59.142,,,,,
313,12/20/14 06:00:00 PM,58.669,,,,,
314,12/20/14 06:15:00 PM,58.411,,,,,
315,12/20/14 06:30:00 PM,58.152,,,,,
316,12/20/14 06:45:00 PM,57.807,,,,,
317,12/20/14 07:00:00 PM,57.376,,,,,
318,12/20/14 07:15:00 PM,56.858,,,,,
319,12/20/14 07:30:00 PM,56.340,,,,,
320,12/20/14 07:45:00 PM,56.079,,,,,
321,12/20/14 08:00:00 PM,55.863,,,,,
322,12/20/14 08:15:00 PM,55.386,,,,,
323,12/20/14 08:30:00 PM,55.081,,,,,
324,12/20/14 08:45:00 PM,55.081,,,,,
325,12/20/14 09:00:00 PM,54.734,,,,,
326,12/20/14 09:15:00 PM,54.343,,,,,
327,12/20/14 09:30:00 PM,53.994,,,,,
328,12/20/14 09:45:00 PM,53.602,,,,,
329,12/20/14 10:00:00 PM,53.253,,,,,
330,12/20/14 10:15:00 PM,52.947,,,,,
331,12/20/14 10:30:00 PM,52.641,,,,,
332,12/20/14 10:45:00 PM,52.597,,,,,
333,12/20/14 11:00:00 PM,52.686,,,,,
334,12/20/14 11:15:00 PM,52.509,,,,,
335,12/20/14 11:30:00 PM,52.203,,,,,
336,12/20/14 11:45:00 PM,51.852,,,,,
337,12/21/14 12:00:00 AM,51.589,,,,,
338,12/21/14 12:15:00 AM,51.413,,,,,
339,12/21/14 12:30:00 AM,51.237,,,,,
340,12/21/14 12:45:00 AM,50.974,,,,,
341,12/21/14 01:00:00 AM,50.797,,,,,
342,12/21/14 01:15:00 AM,50.576,,,,,
343,12/21/14 01:30:00 AM,50.311,,,,,
344,12/21/14 01:45:00 AM,50.135,,,,,
345,12/21/14 02:00:00 AM,49.914,,,,,
346,12/21/14 02:15:00 AM,49.604,,,,,
347,12/21/14 02:30:00 AM,49.383,,,,,
348,12/21/14 02:45:00 AM,49.649,,,,,
349,12/21/14 03:00:00 AM,49.692,,,,,
350,12/21/14 03:15:00 AM,49.383,,,,,
351,12/21/14 03:30:00 AM,48.983,,,,,
352,12/21/14 03:45:00 AM,48.628,,,,,
353,12/21/14 04:00:00 AM,48.272,,,,,
354,12/21/14 04:15:00 AM,48.004,,,,,
355,12/21/14 04:30:00 AM,47.736,,,,,
356,12/21/14 04:45:00 AM,47.512,,,,,
357,12/21/14 05:00:00 AM,47.377,,,,,
358,12/21/14 05:15:00 AM,47.244,,,,,
359,12/21/14 05:30:00 AM,47.154,,,,,
360,12/21/14 05:45:00 AM,47.019,,,,,
361,12/21/14 06:00:00 AM,46.796,,,,,
362,12/21/14 06:15:00 AM,46.661,,,,,
363,12/21/14 06:30:00 AM,46.616,,,,,
364,12/21/14 06:45:00 AM,46.481,,,,,
365,12/21/14 07:00:00 AM,46.391,,,,,
366,12/21/14 07:15:00 AM,46.211,,,,,
367,12/21/14 07:30:00 AM,46.571,,,,,
368,12/21/14 07:45:00 AM,47.199,,,,,
369,12/21/14 08:00:00 AM,48.272,,,,,
370,12/21/14 08:15:00 AM,49.428,,,,,
371,12/21/14 08:30:00 AM,51.633,,,,,
372,12/21/14 08:45:00 AM,54.516,,,,,
373,12/21/14 09:00:00 AM,56.599,,,,,
374,12/21/14 09:15:00 AM,58.626,,,,,
375,12/21/14 09:30:00 AM,62.362,,,,,
376,12/21/14 09:45:00 AM,63.561,,,,,
377,12/21/14 10:00:00 AM,66.258,,,,,
378,12/21/14 10:15:00 AM,68.571,,,,,
379,12/21/14 10:30:00 AM,71.317,,,,,
380,12/21/14 10:45:00 AM,72.610,,,,,
381,12/21/14 11:00:00 AM,75.290,,,,,
382,12/21/14 11:15:00 AM,76.375,,,,,
383,12/21/14 11:30:00 AM,75.594,,,,,
384,12/21/14 11:45:00 AM,76.375,,,,,
385,12/21/14 12:00:00 PM,78.296,,,,,
386,12/21/14 12:15:00 PM,80.978,,,,,
387,12/21/14 12:30:00 PM,82.753,,,,,
388,12/21/14 12:45:00 PM,83.109,,,,,
389,12/21/14 01:00:00 PM,82.263,,,,,
390,12/21/14 01:15:00 PM,82.263,,,,,
391,12/21/14 01:30:00 PM,81.952,,,,,
392,12/21/14 01:45:00 PM,81.466,,,,,
393,12/21/14 02:00:00 PM,79.524,,,,,
394,12/21/14 02:15:00 PM,77.990,,,,,
395,12/21/14 02:30:00 PM,76.942,,,,,
396,12/21/14 02:45:00 PM,75.420,,,,,
397,12/21/14 03:00:00 PM,72.826,,,,,
398,12/21/14 03:15:00 PM,72.178,,,,,
399,12/21/14 03:30:00 PM,70.846,,,,,
400,12/21/14 03:45:00 PM,70.329,,,,,
401,12/21/14 04:00:00 PM,69.386,,,,,
402,12/21/14 04:15:00 PM,68.443,,,,,
403,12/21/14 04:30:00 PM,67.372,,,,,
404,12/21/14 04:45:00 PM,65.574,,,,,
405,12/21/14 05:00:00 PM,64.161,,,,,
406,12/21/14 05:15:00 PM,63.176,,,,,
407,12/21/14 05:30:00 PM,62.191,,,,,
408,12/21/14 05:45:00 PM,61.333,,,,,
409,12/21/14 06:00:00 PM,61.162,,,,,
410,12/21/14 06:15:00 PM,61.075,,,,,
411,12/21/14 06:30:00 PM,60.775,,,,,
412,12/21/14 06:45:00 PM,60.046,,,,,
413,12/21/14 07:00:00 PM,59.702,,,,,
414,12/21/14 07:15:00 PM,59.529,,,,,
415,12/21/14 07:30:00 PM,59.401,,,,,
416,12/21/14 07:45:00 PM,58.842,,,,,
417,12/21/14 08:00:00 PM,58.239,,,,,
418,12/21/14 08:15:00 PM,58.109,,,,,
419,12/21/14 08:30:00 PM,58.411,,,,,
420,12/21/14 08:45:00 PM,58.582,,,,,
421,12/21/14 09:00:00 PM,59.014,,,,,
422,12/21/14 09:15:00 PM,59.272,,,,,
423,12/21/14 09:30:00 PM,59.358,,,,,
424,12/21/14 09:45:00 PM,59.142,,,,,
425,12/21/14 10:00:00 PM,58.626,,,,,
426,12/21/14 10:15:00 PM,57.549,,,,,
427,12/21/14 10:30:00 PM,56.685,,,,,
428,12/21/14 10:45:00 PM,55.819,,,,,
429,12/21/14 11:00:00 PM,55.081,,,,,
430,12/21/14 11:15:00 PM,54.516,,,,,
431,12/21/14 11:30:00 PM,53.951,,,,,
432,12/21/14 11:45:00 PM,53.427,,,,,
433,12/22/14 12:00:00 AM,53.035,,,,,
434,12/22/14 12:15:00 AM,52.686,,,,,
435,12/22/14 12:30:00 AM,52.291,,,,,
436,12/22/14 12:45:00 AM,52.072,,,,,
437,12/22/14 01:00:00 AM,51.852,,,,,
438,12/22/14 01:15:00 AM,51.721,,,,,
439,12/22/14 01:30:00 AM,51.458,,,,,
440,12/22/14 01:45:00 AM,51.017,,,,,
441,12/22/14 02:00:00 AM,50.488,,,,,
442,12/22/14 02:15:00 AM,50.135,,,,,
443,12/22/14 02:30:00 AM,50.092,,,,,
444,12/22/14 02:45:00 AM,50.223,,,,,
445,12/22/14 03:00:00 AM,50.356,,,,,
446,12/22/14 03:15:00 AM,50.135,,,,,
447,12/22/14 03:30:00 AM,50.047,,,,,
448,12/22/14 03:45:00 AM,49.870,,,,,
449,12/22/14 04:00:00 AM,49.604,,,,,
450,12/22/14 04:15:00 AM,49.249,,,,,
451,12/22/14 04:30:00 AM,48.850,,,,,
452,12/22/14 04:45:00 AM,48.493,,,,,
453,12/22/14 05:00:00 AM,48.272,,,,,
454,12/22/14 05:15:00 AM,48.182,,,,,
455,12/22/14 05:30:00 AM,48.049,,,,,
456,12/22/14 05:45:00 AM,47.914,,,,,
457,12/22/14 06:00:00 AM,47.736,,,,,
458,12/22/14 06:15:00 AM,47.647,,,,,
459,12/22/14 06:30:00 AM,47.602,,,,,
460,12/22/14 06:45:00 AM,47.826,,,,,
461,12/22/14 07:00:00 AM,48.004,,,,,
462,12/22/14 07:15:00 AM,48.094,,,,,
463,12/22/14 07:30:00 AM,48.360,,,,,
464,12/22/14 07:45:00 AM,49.471,,,,,
465,12/22/14 08:00:00 AM,51.544,,,,,
466,12/22/14 08:15:00 AM,53.209,,,,,
467,12/22/14 08:30:00 AM,56.512,,,,,
468,12/22/14 08:45:00 AM,59.659,,,,,
469,12/22/14 09:00:00 AM,62.620,,,,,
470,12/22/14 09:15:00 AM,65.444,,,,,
471,12/22/14 09:30:00 AM,68.313,,,,,
472,12/22/14 09:45:00 AM,71.361,,,,,
473,12/22/14 10:00:00 AM,73.558,,,,,
474,12/22/14 10:15:00 AM,75.637,,,,,
475,12/22/14 10:30:00 AM,78.208,,,,,
476,12/22/14 10:45:00 AM,79.831,,,,,
477,12/22/14 11:00:00 AM,81.597,,,,,
478,12/22/14 11:15:00 AM,83.064,,,,,
479,12/22/14 11:30:00 AM,81.687,,,,,
480,12/22/14 11:45:00 AM,84.767,,,,,
481,12/22/14 12:00:00 PM,86.572,,,,,
482,12/22/14 12:15:00 PM,87.939,,,,,
483,12/22/14 12:30:00 PM,89.132,,,,,
484,12/22/14 12:45:00 PM,90.009,,,,,
485,12/22/14 01:00:00 PM,90.750,,,,,
486,12/22/14 01:15:00 PM,90.703,,,,,
487,12/22/14 01:30:00 PM,90.891,,,,,
488,12/22/14 01:45:00 PM,90.750,,,,,
489,12/22/14 02:00:00 PM,90.333,,,,,
490,12/22/14 02:15:00 PM,89.685,,,,,
491,12/22/14 02:30:00 PM,89.362,,,,,
492,12/22/14 02:45:00 PM,87.847,,,,,
493,12/22/14 03:00:00 PM,84.632,,,,,
494,12/22/14 03:15:00 PM,84.407,,,,,
495,12/22/14 03:30:00 PM,82.931,,,,,
496,12/22/14 03:45:00 PM,81.554,,,,,
497,12/22/14 04:00:00 PM,79.612,,,,,
498,12/22/14 04:15:00 PM,77.247,,,,,
499,12/22/14 04:30:00 PM,74.511,,,,,
500,12/22/14 04:45:00 PM,70.587,,,,,
501,12/22/14 05:00:00 PM,68.185,,,,,
502,12/22/14 05:15:00 PM,66.344,,,,,
503,12/22/14 05:30:00 PM,64.931,,,,,
504,12/22/14 05:45:00 PM,63.819,,,,,
505,12/22/14 06:00:00 PM,62.919,,,,,
506,12/22/14 06:15:00 PM,62.105,,,,,
507,12/22/14 06:30:00 PM,61.333,,,,,
508,12/22/14 06:45:00 PM,60.775,,,,,
509,12/22/14 07:00:00 PM,60.174,,,,,
510,12/22/14 07:15:00 PM,59.616,,,,,
511,12/22/14 07:30:00 PM,59.185,,,,,
512,12/22/14 07:45:00 PM,58.842,,,,,
513,12/22/14 08:00:00 PM,58.498,,,,,
514,12/22/14 08:15:00 PM,58.582,,,,,
515,12/22/14 08:30:00 PM,58.325,,,,,
516,12/22/14 08:45:00 PM,57.636,,,,,
517,12/22/14 09:00:00 PM,57.074,,,,,
518,12/22/14 09:15:00 PM,56.599,,,,,
519,12/22/14 09:30:00 PM,55.906,,,,,
520,12/22/14 09:45:00 PM,55.386,,,,,
521,12/22/14 10:00:00 PM,54.952,,,,,
522,12/22/14 10:15:00 PM,54.473,,,,,
523,12/22/14 10:30:00 PM,54.255,,,,,
524,12/22/14 10:45:00 PM,54.082,,,,,
525,12/22/14 11:00:00 PM,54.300,,,,,
526,12/22/14 11:15:00 PM,54.473,,,,,
