Station,Date,Time,Precip,type,Air max,min,obs,Wx,Wind dir,speed,Bulb wet,dry,Soil max,min,Evap,Solar,ETo,RH max,min
Nipomo.A,20060925,2359,0,,65,50,,,W,4,,,68,65,,281,0.07,97,78.3
Nipomo.A,20060926,2359,0.02,,65,54,,,W,5,,,69,66,,401,0.08,96.5,75.1
Nipomo.A,20060927,2359,0.01,,65,53,,,W,4,,,68,65,,413,0.11,93.4,72.3
Nipomo.A,20060928,2359,0,,65,52,,,NE,4,,,68,65,,420,0.12,95.9,73.5
Nipomo.A,20060929,2359,0.02,,65,52,,,NE,4,,,68,65,,345,0.09,96.6,73.8
Nipomo.A,20060930,2359,0.04,,62,53,,,NW,3,,,67,65,,240,0.06,92.3,71.4
Nipomo.A,20061001,2359,0.02,,63,51,,,E,3,,,65,64,,116,0.02,92.9,74.9
Nipomo.A,20061002,2359,0,,67,49,,,NE,5,,,66,63,,428,0.13,94.7,54
Nipomo.A,20061003,2359,0.02,,68,45,,,NE,5,,,65,62,,426,0.14,90.7,47.8
Nipomo.A,20061004,2359,0,,65,44,,,E,5,,,65,61,,431,0.13,92.3,57.6
Nipomo.A,20061005,2359,0.03,,64,52,,,W,6,,,66,63,,370,0.11,90.7,68.4
Nipomo.A,20061006,2359,0.05,,65,51,,,NE,4,,,66,62,,419,0.13,90.7,63.6
Nipomo.A,20061007,2359,0,,67,52,,,W,4,,,67,64,,410,0.12,89.8,64.8
Nipomo.A,20061008,2359,0.05,,74,51,,,W,4,,,67,63,,405,0.14,93.5,47.8
Nipomo.A,20061009,2359,0.03,,65,47,,,W,3,,,67,63,,337,0.09,96.7,73.6
Nipomo.A,20061010,2359,0,,71,53,,,E,4,,,66,65,,238,0.06,88.3,57.3
Nipomo.A,20061011,2359,0,,70,51,,,E,5,,,65,62,,314,0.1,87.5,49.6
Nipomo.A,20061012,2359,0,,70,50,,,E,5,,,65,62,,355,0.11,92.9,50.6
Nipomo.A,20061013,2359,0,,67,51,,,E,4,,,66,63,,312,0.1,94.4,64.9
Nipomo.A,20061014,2359,0,,64,50,,,NE,4,,,65,63,,164,0.04,92.1,62.1
Nipomo.A,20061015,2359,0,,63,47,,,NE,4,,,65,62,,327,0.09,94,69.5
Nipomo.A,20061016,2359,0,,66,46,,,NE,5,,,65,61,,345,0.1,93.3,71.3
Nipomo.A,20061017,2359,0,,65,46,,,NE,4,,,65,61,,391,0.11,93.5,60.8
Nipomo.A,20061018,2359,0,,79,47,,,NE,5,,,65,60,,397,0.16,91.9,22.9
Nipomo.A,20061019,2359,0,,76,48,,,NE,4,,,65,60,,395,0.14,79,27.1
Nipomo.A,20061020,2359,0,,76,47,,,NE,4,,,65,60,,392,0.13,94.2,27.6
Nipomo.A,20061021,2359,0,,68,48,,,NE,3,,,65,60,,383,0.12,95.6,49
Nipomo.A,20061022,2359,0,,63,44,,,NE,3,,,65,61,,365,0.09,96.7,74.9
Nipomo.A,20061023,2359,0,,67,44,,,NE,3,,,64,60,,340,0.1,96.6,57.7
Nipomo.A,20061024,2359,0,,62,48,,,W,3,,,64,61,,263,0.07,97.4,77.4
Nipomo.A,20061025,2359,0,,68,51,,,NE,5,,,65,62,,368,0.12,95.6,21.1
Nipomo.A,20061026,2359,0,,74,45,,,NE,4,,,64,60,,372,0.15,50.9,16.3
Nipomo.A,20061027,2359,0,,77,43,,,NE,4,,,64,59,,377,0.15,65,16.1
Nipomo.A,20061028,2359,0,,78,48,,,NE,4,,,64,59,,365,0.14,93,19.5
Nipomo.A,20061029,2359,0,,63,50,,,NE,4,,,64,61,,322,0.09,92.1,66.6
Nipomo.A,20061030,2359,0,,59,47,,,NE,4,,,63,61,,287,0.07,90.2,67.7
Nipomo.A,20061031,2359,0,,60,47,,,NE,4,,,63,61,,275,0.07,90.8,64.6
Nipomo.A,20061101,2359,0,,65,43,,,E,4,,,63,59,,323,0.09,94.2,57.8
Nipomo.A,20061102,2359,0,,68,50,,,E,4,,,64,60,,275,0.08,94,58.7
Nipomo.A,20061103,2359,0,,67,52,,,W,3,,,65,62,,268,0.07,96.5,77.4
Nipomo.A,20061104,2359,0,,79,55,,,NE,5,,,65,62,,337,0.13,95.8,30.2
Nipomo.A,20061105,2359,0,,82,56,,,NE,5,,,65,61,,329,0.14,61.8,27.4
Nipomo.A,20061106,2359,0.01,,82,65,,,NE,6,,,66,64,,178,0.16,54.4,24.3
Nipomo.A,20061107,2359,0,,90,59,,,NE,4,,,66,62,,332,0.15,77.1,19.6
Nipomo.A,20061108,2359,0.04,,72,54,,,NW,4,,,66,63,,317,0.09,88.5,45.6
Nipomo.A,20061109,2359,0.01,,71,48,,,,,,,63,61,,333,0.13,65,26
Nipomo.A,20061110,2359,0,,75,47,,,NE,5,,,63,59,,317,0.13,91.4,25.8
Nipomo.A,20061111,2359,0.05,,60,44,,,NE,3,,,61,59,,125,0.03,93,62.1
Nipomo.A,20061112,2359,0,,70,45,,,NE,5,,,62,58,,317,0.11,83,33.7
Nipomo.A,20061113,2359,0.17,,66,42,,,W,3,,,62,58,,288,0.08,95.5,51.5
Nipomo.A,20061114,2359,0.07,,63,52,,,NW,3,,,63,61,,209,0.05,96.2,72.2
Nipomo.A,20061115,2359,0,,71,45,,,E,3,,,63,59,,305,0.09,93.6,56.5
Nipomo.A,20061116,2359,0.01,,67,42,,,NE,3,,,62,58,,306,0.08,96.3,66.2
Nipomo.A,20061117,2359,0.03,,69,48,,,W,3,,,63,59,,293,0.08,95.6,62.5
Nipomo.A,20061118,2359,0,,80,49,,,NE,3,,,64,59,,299,0.1,96,41.3
Nipomo.A,20061119,2359,0,,72,49,,,E,4,,,63,60,,300,0.08,95.8,49
Nipomo.A,20061120,2359,0.01,,70,44,,,NE,3,,,63,59,,278,0.07,96.8,50.8
Nipomo.A,20061121,2359,0.04,,62,47,,,W,3,,,62,60,,182,0.04,96.6,73.9
Nipomo.A,20061122,2359,0.01,,58,47,,,NE,3,,,61,60,,183,0.04,96.9,79
Nipomo.A,20061123,2359,0,,69,49,,,NE,5,,,61,59,,282,0.1,90.6,34.2
Nipomo.A,20061124,2359,0,,65,44,,,NE,5,,,60,57,,294,0.1,61,34.7
Nipomo.A,20061125,2359,0,,60,40,,,NE,4,,,59,56,,282,0.08,77.7,47.6
Nipomo.A,20061126,2359,0.22,,59,38,,,E,4,,,57,55,,247,0.06,92.7,54.2
Nipomo.A,20061127,2359,0,,59,43,,,NE,4,,,58,56,,239,0.06,94.9,71.2
Nipomo.A,20061128,2359,0.01,,60,40,,,N,4,,,57,54,,287,0.08,88.2,31.7
Nipomo.A,20061129,2359,0,,59,36,,,NE,5,,,55,53,,287,0.09,70.8,27.6
Nipomo.A,20061130,2359,0,,62,34,,,NE,4,,,55,52,,283,0.08,78.6,24.8
Nipomo.A,20061201,2359,0.02,,75,38,,,N,5,,,56,52,,281,0.12,67.3,22.2
Nipomo.A,20061202,2359,0,,71,42,,,E,3,,,57,53,,285,0.09,78.2,27.3
Nipomo.A,20061203,2359,0,,67,41,,,NE,4,,,57,53,,287,0.09,73.4,22.8
Nipomo.A,20061204,2359,0.01,,71,40,,,NE,4,,,56,52,,286,0.1,51.5,17.8
Nipomo.A,20061205,2359,0,,72,37,,,NE,4,,,56,52,,288,0.1,43.8,11.9
Nipomo.A,20061206,2359,0.01,,69,38,,,NE,4,,,56,52,,282,0.09,85.7,16.1
Nipomo.A,20061207,2359,0,,69,39,,,NE,4,,,56,52,,281,0.09,91.5,31.1
Nipomo.A,20061208,2359,0.26,,72,41,,,E,6,,,55,53,,203,0.08,92.2,26
Nipomo.A,20061209,2359,0.43,,63,52,,,SE,8,,,57,55,,153,0.05,93.4,66.5
Nipomo.A,20061210,2359,0.31,,57,46,,,E,4,,,56,55,,89,0.02,95.7,78.2
Nipomo.A,20061211,2359,0,,63,40,,,NE,3,,,56,54,,240,0.06,95.2,57.4
Nipomo.A,20061212,2359,0,,67,43,,,NE,3,,,57,54,,214,0.06,95.4,61.5
Nipomo.A,20061213,2359,0,,71,49,,,N,3,,,58,55,,226,0.06,95.8,51.1
Nipomo.A,20061214,2359,0,,68,51,,,N,3,,,59,56,,250,0.07,91.3,63.9
Nipomo.A,20061215,2359,0,,61,48,,,NE,3,,,58,56,,210,0.05,91.5,72.5
Nipomo.A,20061216,2359,0.04,,55,39,,,W,4,,,57,55,,111,0.04,93.9,50.8
Nipomo.A,20061217,2359,0.01,,54,37,,,E,5,,,55,53,,260,0.06,88.9,55.7
Nipomo.A,20061218,2359,0,,60,38,,,NE,6,,,55,51,,263,0.08,65.4,30.8
Nipomo.A,20061219,2359,0,,58,31,,,E,4,,,54,51,,269,0.07,80.9,29.7
Nipomo.A,20061220,2359,0,,56,31,,,NE,4,,,53,50,,251,0.06,85.5,42.9
Nipomo.A,20061221,2359,0.14,,62,36,,,NE,3,,,53,50,,147,0.04,92,41.2
Nipomo.A,20061222,2359,0.02,,58,39,,,,,,,54,52,,263,0.07,95,51
Nipomo.A,20061223,2359,0,,61,39,,,NE,4,,,54,51,,234,0.07,82.8,39.2
Nipomo.A,20061224,2359,0,,70,45,,,E,3,,,55,51,,241,0.07,89.9,40.8
Nipomo.A,20061225,2359,0,,70,44,,,NE,4,,,56,52,,238,0.07,86.1,37.6
Nipomo.A,20061226,2359,0.32,,65,46,,,E,4,,,55,53,,103,0.04,93.3,42.2
Nipomo.A,20061227,2359,0.12,,56,42,,,NW,6,,,55,54,,210,0.06,94.3,58.8
Nipomo.A,20061228,2359,0,,57,38,,,NE,5,,,54,51,,274,0.09,68.5,25.5
Nipomo.A,20061229,2359,0,,61,36,,,E,4,,,53,50,,273,0.08,82.5,37.8
Nipomo.A,20061230,2359,0,,61,35,,,NE,3,,,53,50,,268,0.07,92.8,41.5
Nipomo.A,20061231,2359,0,,56,39,,,NE,4,,,53,51,,187,0.04,94.7,67.5
Nipomo.A,20070101,2359,0,,65,40,,,NE,4,,,54,51,,262,0.07,84.4,37.2
Nipomo.A,20070102,2359,0,,69,40,,,E,3,,,54,51,,215,0.06,92.5,34
Nipomo.A,20070103,2359,0,,60,40,,,NE,3,,,55,51,,270,0.06,95.4,65.8
Nipomo.A,20070104,2359,0.06,,54,40,,,NE,3,,,54,52,,81,0.01,96.2,73.7
Nipomo.A,20070105,2359,0,,59,36,,,NE,4,,,53,50,,277,0.08,72.1,25.1
Nipomo.A,20070106,2359,0,,60,34,,,NE,5,,,53,49,,272,0.09,57.4,30.4
Nipomo.A,20070107,2359,0.01,,70,45,,,NE,5,,,53,50,,267,0.12,54.8,24.9
Nipomo.A,20070108,2359,0,,77,43,,,E,4,,,55,51,,278,0.11,50.1,25.3
Nipomo.A,20070109,2359,0.01,,77,45,,,NE,4,,,55,51,,281,0.11,47.7,15.2
Nipomo.A,20070110,2359,0,,63,41,,,NE,4,,,55,51,,241,0.07,93.9,39.8
Nipomo.A,20070111,2359,0,,53,35,,,NE,5,,,54,52,,270,0.07,80.3,45
Nipomo.A,20070112,2359,0,,51,28,,,NE,4,,,52,49,,288,0.08,80.9,25.9
Nipomo.A,20070113,2359,0,,54,25,,,NE,5,,,50,47,,292,0.09,51.8,18.1
Nipomo.A,20070114,2359,0,,51,24,,,E,5,,,50,46,,290,0.08,55.1,21.4
Nipomo.A,20070115,2359,0.02,,64,28,,,E,5,,,50,46,,293,0.1,50.5,17
Nipomo.A,20070116,2359,0,,58,30,,,NE,5,,,51,47,,294,0.09,89.2,23.9
Nipomo.A,20070117,2359,0.09,,55,36,,,E,5,,,50,48,,235,0.06,91.3,41.7
Nipomo.A,20070118,2359,0,,62,32,,,NE,4,,,51,47,,296,0.08,62.3,30.1
Nipomo.A,20070119,2359,0,,60,33,,,NE,4,,,51,47,,298,0.08,90.4,24.7
Nipomo.A,20070120,2359,0.01,,58,33,,,NE,4,,,52,48,,290,0.07,93.8,47.4
Nipomo.A,20070121,2359,0,,61,36,,,NE,4,,,52,48,,302,0.09,92.2,25.1
Nipomo.A,20070122,2359,0,,66,31,,,NE,4,,,52,48,,304,0.09,84.6,19.9
Nipomo.A,20070123,2359,0,,66,31,,,NE,4,,,52,48,,310,0.09,87.1,24.3
Nipomo.A,20070124,2359,0.01,,65,36,,,NE,4,,,52,48,,305,0.09,95,27.7
Nipomo.A,20070125,2359,0.01,,63,39,,,E,3,,,54,50,,265,0.06,96.5,59.1
Nipomo.A,20070126,2359,0.03,,58,42,,,E,4,,,54,51,,273,0.07,95.3,60.5
Nipomo.A,20070127,2359,0.46,,57,47,,,E,4,,,54,52,,112,0.03,93.7,71.7
Nipomo.A,20070128,2359,0.27,,60,45,,,E,3,,,55,52,,182,0.04,94.6,71.6
Nipomo.A,20070129,2359,0.11,,59,48,,,NE,2,,,55,53,,160,0.04,95.5,73.6
Nipomo.A,20070130,2359,0,,58,47,,,E,3,,,55,53,,117,0.03,94.3,74.9
Nipomo.A,20070131,2359,0,,57,43,,,NW,3,,,55,53,,178,0.04,91.8,59.6
Nipomo.A,20070201,2359,0,,57,39,,,NE,4,,,55,52,,321,0.08,89.6,60.8
Nipomo.A,20070202,2359,0,,62,39,,,E,4,,,53,51,,305,0.08,93.1,62.6
Nipomo.A,20070203,2359,0,,63,35,,,NE,3,,,55,51,,324,0.09,93.9,42.7
Nipomo.A,20070204,2359,0,,70,39,,,NE,3,,,56,51,,301,0.09,92.4,33.3
Nipomo.A,20070205,2359,0.05,,74,45,,,NE,4,,,56,52,,271,0.08,94.7,42.7
Nipomo.A,20070206,2359,0,,63,42,,,E,4,,,56,53,,264,0.07,95.6,59
Nipomo.A,20070207,2359,0.02,,60,44,,,NE,3,,,56,53,,182,0.04,94.8,58.5
Nipomo.A,20070208,2359,0,,61,49,,,E,4,,,56,55,,123,0.03,95.1,77.6
Nipomo.A,20070209,2359,0,,64,47,,,NE,3,,,57,54,,197,0.05,93.4,67.7
Nipomo.A,20070210,2359,0.23,,65,51,,,E,6,,,57,55,,101,0.02,95.2,77.1
Nipomo.A,20070211,2359,0.09,,60,48,,,W,5,,,58,56,,309,0.08,95.7,73.6
Nipomo.A,20070212,2359,0.01,,58,45,,,NE,4,,,58,55,,337,0.09,92.7,67.1
Nipomo.A,20070213,2359,0.01,,60,44,,,N,4,,,57,55,,322,0.09,94.3,56.6
Nipomo.A,20070214,2359,0,,64,41,,,NE,4,,,57,54,,351,0.1,85.9,51.2
Nipomo.A,20070215,2359,0,,73,44,,,NE,4,,,58,54,,348,0.11,83.6,37.2
Nipomo.A,20070216,2359,0,,79,51,,,NE,4,,,59,55,,364,0.15,68.8,28.8
Nipomo.A,20070217,2359,0,,83,51,,,E,4,,,60,56,,361,0.14,75.4,24.2
Nipomo.A,20070218,2359,0,,57,48,,,SW,3,,,58,57,,115,0.02,95.9,76.5
Nipomo.A,20070219,2359,0.01,,61,43,,,NW,4,,,59,56,,362,0.1,88.6,49.7
Nipomo.A,20070220,2359,0,,58,38,,,NE,4,,,58,54,,368,0.1,90.8,61.1
Nipomo.A,20070221,2359,0,,60,41,,,E,4,,,58,55,,343,0.09,91.1,60.9
Nipomo.A,20070222,2359,0.67,,54,42,,,SE,5,,,57,55,,164,0.04,93.2,63.1
Nipomo.A,20070223,2359,0.05,,55,38,,,NE,4,,,56,53,,378,0.1,91.2,55.2
Nipomo.A,20070224,2359,0,,60,36,,,NE,4,,,56,52,,387,0.11,90.6,38.4
Nipomo.A,20070225,2359,0.09,,58,44,,,E,5,,,56,54,,288,0.08,93.9,71.4
Nipomo.A,20070226,2359,0.15,,58,42,,,SW,6,,,56,54,,300,0.08,93,65.9
Nipomo.A,20070227,2359,0.12,,52,41,,,W,5,,,56,55,,85,0.1,93.5,53.3
Nipomo.A,20070228,2359,0.22,,55,37,,,NW,4,,,56,53,,376,0.03,,
Nipomo.A,20070301,2359,0,,60,36,,,N,4,,,56,52,,409,0.11,82,39.4
Nipomo.A,20070302,2359,0,,65,38,,,NE,4,,,56,52,,414,0.13,84,32.7
Nipomo.A,20070303,2359,0,,69,43,,,E,5,,,57,53,,394,0.15,68.3,21.5
Nipomo.A,20070304,2359,0,,71,44,,,E,4,,,58,54,,342,0.12,70,20.6
Nipomo.A,20070305,2359,0,,73,43,,,SW,3,,,56,54,,355,0.11,92.5,32.6
Nipomo.A,20070306,2359,0.01,,66,40,,,W,4,,,58,54,,407,0.11,93.9,48.5
Nipomo.A,20070307,2359,0.01,,61,46,,,W,3,,,60,56,,383,0.1,95.7,67.6
Nipomo.A,20070308,2359,0,,63,45,,,NE,3,,,60,56,,404,0.11,92.5,63
Nipomo.A,20070309,2359,0.01,,61,46,,,NW,4,,,60,56,,399,0.11,92.2,62.3
Nipomo.A,20070310,2359,0,,78,48,,,N,5,,,60,56,,418,0.17,78,24.1
Nipomo.A,20070311,2359,0,,85,54,,,NE,5,,,63,57,,445,0.18,72.5,26.5
Nipomo.A,20070312,2359,0,,86,51,,,E,4,,,63,58,,454,0.17,75,17.1
Nipomo.A,20070313,2359,0.02,,68,47,,,W,4,,,62,58,,438,0.13,95.8,39.1
Nipomo.A,20070314,2359,0.03,,55,45,,,W,4,,,61,59,,261,0.06,96.3,85.6
Nipomo.A,20070315,2359,0.01,,59,44,,,W,3,,,63,58,,433,0.11,95.9,75.7
Nipomo.A,20070316,2359,0.03,,59,48,,,W,3,,,62,59,,370,0.09,96.1,81.3
Nipomo.A,20070317,2359,0.01,,54,48,,,W,3,,,61,59,,131,0.02,96.1,87.9
Nipomo.A,20070318,2359,0,,60,48,,,W,4,,,63,59,,391,0.1,93.6,70
Nipomo.A,20070319,2359,0,,56,50,,,W,4,,,61,59,,225,0.05,93.8,80.7
Nipomo.A,20070320,2359,0.17,,54,48,,,W,4,,,60,59,,88,0.01,94.1,81.6
Nipomo.A,20070321,2359,0,,65,47,,,NE,4,,,61,58,,404,0.12,85.3,48.8
Nipomo.A,20070322,2359,0,,72,45,,,NE,4,,,63,57,,450,0.15,80.4,39.4
Nipomo.A,20070323,2359,0.02,,66,46,,,W,4,,,62,58,,420,0.12,91.3,60.1
Nipomo.A,20070324,2359,0,,59,49,,,W,3,,,61,59,,195,0.05,92.2,74
Nipomo.A,20070325,2359,0,,63,50,,,NW,3,,,64,59,,424,0.12,92.3,70.3
Nipomo.A,20070326,2359,0.07,,59,46,,,W,4,,,62,60,,217,0.05,93.9,78.6
Nipomo.A,20070327,2359,0.01,,59,40,,,NW,5,,,61,58,,489,0.14,88.8,48.5
Nipomo.A,20070328,2359,0.04,,62,37,,,NE,4,,,61,57,,508,0.15,87.1,45.3
Nipomo.A,20070329,2359,0.01,,69,43,,,NE,4,,,62,56,,519,0.17,86.2,29.4
Nipomo.A,20070330,2359,0,,69,41,,,W,4,,,63,57,,518,0.16,92.4,34.5
Nipomo.A,20070331,2359,0.02,,59,43,,,W,4,,,63,58,,497,0.13,95.1,72.9
Nipomo.A,20070401,2359,0,,63,44,,,W,4,,,64,59,,484,0.13,95.9,66
Nipomo.A,20070402,2359,0.02,,62,46,,,E,4,,,64,60,,486,0.14,95.2,65
Nipomo.A,20070403,2359,0,,65,44,,,W,4,,,64,59,,512,0.14,93.6,58.7
Nipomo.A,20070404,2359,0.02,,62,46,,,W,4,,,62,60,,267,0.07,94.1,64.5
Nipomo.A,20070405,2359,0.01,,62,48,,,W,4,,,64,59,,386,0.11,93.9,71.8
Nipomo.A,20070406,2359,0,,63,49,,,W,5,,,62,61,,323,0.07,94.1,74.6
Nipomo.A,20070407,2359,0.01,,64,49,,,W,4,,,65,60,,507,0.14,94.5,72.3
Nipomo.A,20070408,2359,0,,61,47,,,W,4,,,66,62,,534,0.15,94.9,69.3
Nipomo.A,20070409,2359,0,,65,44,,,NW,4,,,65,60,,570,0.17,93.6,58.3
Nipomo.A,20070410,2359,0.05,,77,46,,,NW,3,,,66,60,,577,0.19,82.1,26.4
